"episodeId","episodeTitle","episodeCategories","episodeUrl","episodeImageUrls"
87631,"2. False Impressions (11)","Fantasy,Drama","http://tapastic.com/episode/87631","http://d2me59s95dy7e.cloudfront.net/cartoons/37/28/06/91/8b82269e35834cc09ee386627a8b6fa3.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/e8/90/0d/90/665f7629aaa9430ab09ba1f51e95ef68.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/3e/9e/a1/fd/a3edc4c3050541a3aa4258d797c3d214.jpg"
87602,"Narcissexual","Comedy","http://tapastic.com/episode/87602","http://d2me59s95dy7e.cloudfront.net/cartoons/d8/5f/bb/42/43d672398067443c8ff384b1cff9d4c4.jpg"
87587,"Q and A #1: Answers!","Action,Comedy,Fantasy","http://tapastic.com/episode/87587","http://d2me59s95dy7e.cloudfront.net/cartoons/9c/24/69/a6/abc6dc53ea5a4ba3aaf62557196ce0f4.jpg"
87552,"End of the Internet","Comedy","http://tapastic.com/episode/87552","http://d2me59s95dy7e.cloudfront.net/cartoons/6f/03/77/0d/43fd6c5ac3e445b4851fe4c468f3b6c5.jpg"
87550,"Dateless","Comedy","http://tapastic.com/episode/87550","http://d2me59s95dy7e.cloudfront.net/cartoons/bb/39/2a/e2/d16c061ca3084848880db68f3812315b.jpg"
87548,"4: Virtual Apocalypse","Slice of Life,Comedy","http://tapastic.com/episode/87548","http://d2me59s95dy7e.cloudfront.net/cartoons/25/97/43/83/550da42498404693965ae4ca21acc012.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/ce/a8/c3/48/f05d318d64504c3b86632c10f059c9af.jpg"
87455,"Good Time","Slice of Life,Comedy","http://tapastic.com/episode/87455","http://d2me59s95dy7e.cloudfront.net/cartoons/70/78/ce/a0/77bae9cc75c9466a9bf87599f1799ae3.jpg"
87418,"CHARACTERS INFO","Slice of Life,Comedy,Fantasy","http://tapastic.com/episode/87418","http://d2me59s95dy7e.cloudfront.net/cartoons/f4/32/6e/5c/009cc2deb5bb45e188fe3489f439f094.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/55/d4/6c/6d/ca606514bf694e2d9a943b86b77ee4e4.jpg"
87370,"Anger Issues","Slice of Life,Comedy","http://tapastic.com/episode/87370","http://d2me59s95dy7e.cloudfront.net/cartoons/b8/4b/fe/b0/3a8b428618a34daebc079ed2c399a6c3.gif;http://d2me59s95dy7e.cloudfront.net/cartoons/fd/0f/5f/cc/6acb075286754dffa257e6858bee8ef1.gif;http://d2me59s95dy7e.cloudfront.net/cartoons/ae/38/ec/bd/52b3e7361e59489cb6358b24935cb05b.jpg"
87350,"2013 resolution (2015 edition)","Slice of Life,Comedy","http://tapastic.com/episode/87350","http://d2me59s95dy7e.cloudfront.net/cartoons/58/7a/80/c5/ef10f22053ae43c3bf126aa24ba08db5.jpg"
87308,"Chapter 1 Page 24","Action,Comedy,Fantasy","http://tapastic.com/episode/87308","http://d2me59s95dy7e.cloudfront.net/cartoons/f5/0c/b0/d3/3b1ce77ac4c54de8b8487b4af47b36bf.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/d0/7d/36/df/b1264b2ccd6f49a8979aafe1b1b49112.jpg"
87260,"Step Four - 3","Slice of Life,Comedy,Drama","http://tapastic.com/episode/87260","http://d2me59s95dy7e.cloudfront.net/cartoons/e6/bb/75/f0/d3fc8fa9871b4925bddf1460a2a0b948.jpg"
87217,"03","Slice of Life,Comedy","http://tapastic.com/episode/87217","http://d2me59s95dy7e.cloudfront.net/cartoons/f1/f7/48/af/93ed60c70cdb4317a7de5edd487b9db5.jpg"
