"episodeId","episodeTitle","episodeCategories","episodeUrl","episodeImageUrls"
83082,"Slug Worthy","Fantasy,Romance,Drama","http://tapastic.com/episode/83082","http://d2me59s95dy7e.cloudfront.net/cartoons/f7/ff/70/e8/2b87c52f9f5e490c918072e793ce2ddf.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/85/85/dd/33/a8eacc712d5e4f208738dc572f7776d2.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/92/c1/ad/92/1edb8fd074214f9c8ccf449e18d75c5a.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/43/1a/c0/fb/694115d8c2c4413e8ddc59f8380b8b82.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/04/d4/f9/62/b0fe13f84a0f429eb9179c889466541f.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/d4/67/b4/e5/83d12392e60041688c2b8d77db777213.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/f6/ab/9f/ec/837576a034534e56a5b3252a9d3299da.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/9a/2d/b5/e0/f4c83b6a8ce54ebba2f79e16e46c3577.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/f1/98/4d/0f/d7ef95bd932743bf839fdbe818f2e512.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/f7/28/ad/93/70d22e6c0e144b4293527a1795738bad.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/54/95/b9/09/939d2770b4e04ac48c1425a8a3712d4d.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/6e/72/a8/cd/544fb1a71f97491094f9288dc03c929d.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/ec/e3/a6/d4/5e65b1923b1b4557a1ba454e5877d024.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/5c/bd/42/52/7c1d87f80a51499c8ce4e4678b2458a8.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/01/10/22/40/7b80f44b84314cbf9e638c0573e76edc.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/85/3a/36/19/82cf0298194149e6b613ae3a4e8f719d.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/2e/10/62/6e/3b80a56b43654c6c958a59be0e815e25.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/72/a7/4b/7f/c8cc26271acd4aa4a21399f45f04026a.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/98/c1/52/ce/dd3a9d4571994ef28d505ab7f6d89697.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/5c/a8/e9/b8/3184e17328aa42f294946f1f684e2b8d.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/27/0a/a9/7c/702617ce39c245569168a4de51e51e30.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/57/79/10/99/f81236014eba4dffb13591686014b956.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/49/3f/97/96/9c5f75aa7d0445f9bdba119572665c16.jpg"
83078,"Merry christmas!","Fantasy,Romance,Horror","http://tapastic.com/episode/83078","http://d2me59s95dy7e.cloudfront.net/cartoons/62/63/e9/39/c5a5df0a1dbf4663ae4390c881cff0ec.jpg"
83064,"Singing On Lawns","Comedy","http://tapastic.com/episode/83064","http://d2me59s95dy7e.cloudfront.net/cartoons/d5/1a/04/9d/0dd1286704f544879b14ffe28bdb7210.jpg"
83050,"Search nice Master. - Part. 2","Action,Fantasy,Romance","http://tapastic.com/episode/83050","http://d2me59s95dy7e.cloudfront.net/cartoons/10/01/a9/86/992e770156544739acef733eed14e63b.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/c4/8c/32/be/9da7554ddcfa4f17bc8e5e5e54b2ad89.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/17/81/3d/15/17df16bbe25648a28ec4be8e821661ed.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/dc/5b/b0/52/a08cfe9fec1d421ab468425dc900b55b.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/85/80/df/77/c236a532a51c4be294221490c792fe97.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/ad/43/08/fb/c3424d9789ef47e09509f115a635dda7.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/71/67/84/85/cb50cee4ae9247aa9e863fbdd82aba16.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/5e/9b/9f/0d/18586fbd015644ed85956375dfc7cfb6.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/47/fc/56/88/c5203f92a2b248838ca23851c417c406.jpg"
83043,"2. False Impressions (8)","Fantasy,Drama","http://tapastic.com/episode/83043","http://d2me59s95dy7e.cloudfront.net/cartoons/4a/a4/0e/5c/2a24ff1e77e54f13bc0467324dad814d.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/44/52/99/1e/d0ff1c1f9418446f81a5260cf8418a47.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/50/4d/f4/53/ad63a24572b6470797a0c0f822d13b96.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/e6/e8/9e/14/6a0aa701eb574a449925de00d455c853.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/cb/7a/ae/9e/f93b0c1e5283418cb4eef05175ee7b67.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/80/a6/58/d7/47294fbf063044feac4fcc731b32a939.jpg"
83037,"Because Priorities","Slice of Life,Comedy","http://tapastic.com/episode/83037","http://d2me59s95dy7e.cloudfront.net/cartoons/f0/1c/30/f5/ca04bf8b68e34f5bb9cce49d7f3696c4.jpg"
83015,"Cat Lady","Comedy,Fantasy,Drama","http://tapastic.com/episode/83015","http://d2me59s95dy7e.cloudfront.net/cartoons/09/af/de/d8/20e66ea1dfd345aa947993cd72d87746.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/09/25/50/48/8f236ccc57564274b89d19740a036f16.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/25/fd/a4/40/ef6cfcae9bc247cdb0f484856ada9226.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/57/25/56/0e/ef7a2b231a7f4d5da11baa6e34a58363.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/b4/45/84/5c/8da83fc8af3f4113a1955034279f67b9.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/fd/0a/28/04/0485efc7d1c649af9aa301e92c114ef2.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/02/1c/31/9f/4b971551098545c8bc5df3171bcd2029.jpg"
82987,"Adventspecial Part 4: The Bad End","Comedy,Romance","http://tapastic.com/episode/82987","http://d2me59s95dy7e.cloudfront.net/cartoons/ea/44/53/03/497b7d25c0d1480b901580b726bae235.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/59/c7/0e/6e/57c7fdc9ae4946f684177cbe4d6d3976.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/57/a9/1a/c5/a6a6c2ce01ef45798522cec1192ab412.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/db/63/16/f4/932c792e87a84423b5e2a9ad0b10e28c.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/53/e9/81/91/ea4ab5eb618a4ecebf59608d5745242b.jpg"
82986,"Favorites + BRB Inquisition","Slice of Life,Comedy,Drama","http://tapastic.com/episode/82986","http://d2me59s95dy7e.cloudfront.net/cartoons/89/4e/1b/eb/273410c31d1e4bf0b87f63fcefb90691.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/92/2f/f8/b8/e9916df26bc549bf87d26ee3032c8a97.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/87/ea/35/d6/0ebbd9e2d9b9446480ee4bae5cd5f45d.jpg"
82925,"Chapter 1 - Ely (Part 2)","Slice of Life,Sci-fi","http://tapastic.com/episode/82925","http://d2me59s95dy7e.cloudfront.net/cartoons/8e/e4/ef/a2/4bcd12b152a7477f9419fcb44cc5b08a.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/90/6f/64/e1/6f9094f7d18a4fcab21f6744eb3a2e1d.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/9d/bd/ac/cf/78ab63d28df544ebb92eca90e9a7f3bd.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/82/28/8e/a8/aff71d84b2284ffbadfaf43389fdfc0a.jpg"
82690,"Chapter 3 (Part 3)","Action,Slice of Life,Fantasy","http://tapastic.com/episode/82690","http://d2me59s95dy7e.cloudfront.net/cartoons/e4/71/88/92/81e57fb111514308a27f4e83b64c006a.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/55/eb/fc/9d/b8b768fd5ba345169cc12953a5da274f.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/56/e1/51/7d/2cee3ed7a9504b578b9e3a3dec8f8fc1.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/34/d2/84/27/d4edac2600be4f56b6a7392292564894.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/0a/ad/90/f7/505ed46fa1394d07b052cbd3a38d081d.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/e5/4a/9f/27/505647db2698421aa879a564d81d8c93.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/f9/fe/af/2d/4497c605d0e147e6b8d47d3f167b6722.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/4c/e7/ce/c0/8164fd97034349d2adcb5744b28876b3.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/5e/1c/e7/6e/f555429c7cd64680ab73283b8ffcc3ac.jpg"
82645,"Linkmas: Day 12","Slice of Life,Comedy,Gaming","http://tapastic.com/episode/82645","http://d2me59s95dy7e.cloudfront.net/cartoons/fb/c2/0f/64/699e64842dda420e8611d435674f7abe.jpg"
82634,"Best gift for Christmas","Slice of Life,Comedy","http://tapastic.com/episode/82634","http://d2me59s95dy7e.cloudfront.net/cartoons/2f/3b/fc/ca/194c5d00d6154f1b81a5d55409300c71.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/a3/c9/a8/ea/c3f43ff2dd394c4e89dcff1990aa9329.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/8d/1f/68/89/e0534d76ba414443b9afb0006f41de02.jpg"
82607,"Did It hurt","Slice of Life,Comedy,Fantasy","http://tapastic.com/episode/82607","http://d2me59s95dy7e.cloudfront.net/cartoons/cf/9c/07/4b/45be676c411444d3aee055bcbbfd4147.jpg"
82604,"Search nice Master. - Part 1.","Action,Fantasy,Romance","http://tapastic.com/episode/82604","http://d2me59s95dy7e.cloudfront.net/cartoons/58/e9/97/ed/96f02c0ea20244228ac8e9d2a2c24073.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/65/37/2c/36/cbdbf8c5b88b4cd7b9e1f510a5417106.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/6f/bf/1f/36/12678cfefa514bc5ac9a4f0a8ed8df95.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/6b/c0/d7/e9/e60909caa27746d1aabbb26be3514943.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/ad/02/fe/83/2c7f381da01b49e382ccf3c758d8a287.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/1c/cb/8c/6c/17647149ba6f4a23a4be6a5e515769f0.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/c2/f5/72/82/24da711c5ef1476a8fd22f1358e27b56.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/32/61/ee/bb/1dc1dade58b0419cb3a6a7329e2f7f3d.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/fd/4f/7c/5c/54c3b9f9e08749feb48b53d495a122cc.jpg"
82575,"ticktock","Slice of Life,Comedy","http://tapastic.com/episode/82575","http://d2me59s95dy7e.cloudfront.net/cartoons/35/f0/9d/9a/97dee7510164442da76c07e69e3e8215.jpg"
82549,"Stormy With A Chance of Breezy - Part II","Slice of Life,Comedy","http://tapastic.com/episode/82549","http://d2me59s95dy7e.cloudfront.net/cartoons/02/45/b1/92/918bd9f503864d41b7d3da49c6f29a45.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/c2/ce/d5/7a/d33d831bc0964b6985c53e8e08bdb8f3.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/e3/17/2e/d0/6f25ac907da44c3a91ae5c715c976bdb.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/9e/1a/37/69/d549fe220cdb45d28fbf522c91fcf615.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/80/fd/e2/d7/6e69b537f01544f3bb91096cc1488ae8.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/9b/a3/90/ed/72519097e70f412789ceadb565b1c5e1.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/e8/e5/cb/71/d04fc04f0c5c4b35bae2b8b3ff61fa2c.jpg"
82532,"Rudolph","Comedy","http://tapastic.com/episode/82532","http://d2me59s95dy7e.cloudfront.net/cartoons/52/e0/9f/d5/d0f426592c074fca8013c43da0bce0b3.jpg"
82513,"Artworks Every Time","Slice of Life,Comedy,Drama","http://tapastic.com/episode/82513","http://d2me59s95dy7e.cloudfront.net/cartoons/9a/7d/3c/64/ed627488f3d54944939c63ac6570e7c5.jpg"
82501,"Do It for the Likes","Slice of Life,Comedy","http://tapastic.com/episode/82501","http://d2me59s95dy7e.cloudfront.net/cartoons/64/a0/f4/e4/aacc7b96f177438a9086063ad04eb3c5.jpg"
82486,"Christmas Wish","Slice of Life,Comedy,Romance","http://tapastic.com/episode/82486","http://d2me59s95dy7e.cloudfront.net/cartoons/f6/a4/f0/13/ef5019a5ce334534812bea81fa01a03d.jpg"
82468,"Case 1:Faceless Child Part 1","Horror,Drama","http://tapastic.com/episode/82468","http://d2me59s95dy7e.cloudfront.net/cartoons/88/b1/59/06/be555092495e4a97950b9d472a244602.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/ea/4f/3e/9e/c593c8a6021d4741b2594c3553a28f30.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/e3/89/8f/bd/3ef466745a334f6e997e13647ae552e9.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/91/7d/d4/ec/21c4b2320ab34c02874cf2143d93bdc8.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/ce/ba/c4/e7/6a3d8bea7f8b4a0686712f2a78a85b00.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/89/bd/63/57/d745ab472410493a89f66eb6b9c257ab.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/d1/ad/0d/54/c17105c5689d49e188a2f0fc251e9a63.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/a6/3f/a0/4b/9fe250a5bdc34f8191f8b6f98e03db89.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/21/4e/b1/9b/8c279625586e472aa4b0d121972960ef.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/4a/fd/cb/6c/282049613bb548069d4f69f74410826f.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/b4/b1/34/00/ec3516a8c23e4fe698941d42043e3b26.jpg"
82213,"Book 2_ep 8 - Hide & Seek (8)","Fantasy,Romance","http://tapastic.com/episode/82213","http://d2me59s95dy7e.cloudfront.net/cartoons/34/d6/c7/24/108b5d3ee25f48cfb67b5a343c52335a.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/44/2a/d9/bf/db2f80e02d4e426db046351edafa0651.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/1d/02/c4/35/1c085b90e3c84edc96e6571e80b2de87.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/d9/93/32/2c/a5a0b641674642b5b7623a5ae1181e87.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/e7/49/d9/a5/1d594d8d61b94597b24f1750f0822e8a.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/8b/cc/6b/ae/c8118119c81147dc8fee984e92de2228.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/15/6d/b6/49/cb22e95afac84845bb25c99d1b8b3038.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/73/be/3a/46/2a503788a69a406590276320b5c63d76.jpg"
82209,"Uzuki #118 - An Uzuki Christmas","Slice of Life,Comedy,Gaming","http://tapastic.com/episode/82209","http://d2me59s95dy7e.cloudfront.net/cartoons/4b/71/b7/67/02494f6c99c944a3b297dc98f919f0d0.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/7e/f6/d0/fc/99d9e4d3c3be4137b65836ea31afefeb.jpg"
82203,"Not Weird","Slice of Life,Comedy","http://tapastic.com/episode/82203","http://d2me59s95dy7e.cloudfront.net/cartoons/91/49/45/63/a7abab60201246edac881f8ea932dc38.jpg"
82115,"Chapter 1 - part 8","Action,Fantasy","http://tapastic.com/episode/82115","http://d2me59s95dy7e.cloudfront.net/cartoons/8c/4e/b3/11/db02b1b4e13e43ada7282900ee4e6f29.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/ec/4d/87/02/80b7e980d9814ea8bf0458db215d14ad.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/ba/22/8c/d7/e85c3cb3bf92474f80c074a4468ec1c7.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/21/64/2d/04/d1180c7d227d4089aca287a37734f75b.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/8b/fd/8c/a0/54b1de77f4744223b9cbc983de401b96.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/96/18/22/c5/9a298719c15f4420b420b20cf691cf05.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/6e/fa/e3/51/b6a2ef6b193140ee92868eac7643e8be.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/b3/10/f6/7c/4f279522be0949d4974ef02ad4011cd8.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/cf/0e/90/8e/b030e09b866649b28b8e982bcd378c29.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/82/7c/6e/a7/bfc1c59612d749ecafa011aa849de455.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/9c/34/f5/6b/3e96a86cf9c8405bbf908f84f307d65b.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/90/7c/49/91/3d4cdce5cf6744e089755242eae56909.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/1f/d0/80/b5/607449e67388418cbc119d199fcdcbc0.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/0f/4f/10/84/98ab17a8663348c5b0558c8dadaabe5f.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/76/aa/fa/aa/cb07fa0e80714bb59a4714c6e34c7bbf.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/43/d1/29/f2/06be8cc52f5a4043be653405371965c2.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/82/e0/c9/f5/8ccf65ab843544e998fcc28ebb072ab6.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/25/11/43/a0/b1683827c90d4d2b8456274af34df6bf.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/4c/e1/0f/50/25466ef796404d44a290c3f408ae417f.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/ad/66/6a/6d/943a078b1acb43caa2f1a20fee9d1291.jpg"
82040,"Episode 10 (Radha)","Comedy,Fantasy,Romance","http://tapastic.com/episode/82040","http://d2me59s95dy7e.cloudfront.net/cartoons/42/56/79/8a/32c1baf976454e06bd4f2e3e0d6db157.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/d1/7a/0a/ad/70be960360024a9fae47055ac20a736a.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/ba/fc/81/25/1e67c40ed70e4647bce5b11b37b7afbe.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/42/3a/19/ec/2712a547e46e4d54813931d6df9d9d3d.jpg"
82007,"Prologue","Action,Fantasy,Sci-fi","http://tapastic.com/episode/82007","http://d2me59s95dy7e.cloudfront.net/cartoons/34/66/a1/6e/6f18c21ecc934205b0e486aa244f81b7.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/55/bf/ac/75/578e635e4d5a4970b5d4f012b146bbff.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/79/92/d8/9f/ae3b7d38b87b4cb6bb06458d96efd8e0.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/50/bf/77/c8/beae8d36937b47ccbda02d4f3b9d7b91.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/d9/40/ea/cf/7867cd0a8df848fd8e9c104dce81b66f.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/1c/8d/57/e9/abcf2e3ca77a49a594bfdb97eca0c777.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/c5/64/d5/8d/e9a144115b934fa28f2f53b0a528cf9e.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/09/d7/8a/be/26a2734991bc4424bf44ac9877d1bd37.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/63/2a/79/6a/911039f34dbb421896149ef1532fb1e1.jpg"
81989,"To the Sea: Page 107 ~ Page 108","Fantasy,Romance","http://tapastic.com/episode/81989","http://d2me59s95dy7e.cloudfront.net/cartoons/c0/28/8a/95/42643d078f80457097b10b89d0ebccbe.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/49/0d/31/f0/f99a2e03f81f403996d50facd2813500.jpg"
81922,"Wuffle Year 1 - Part 1","Slice of Life,Comedy,Fantasy","http://tapastic.com/episode/81922","http://d2me59s95dy7e.cloudfront.net/cartoons/b1/8e/23/63/52bf71f321cd4cafb4c0b4b3ded071e1.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/f7/5d/26/73/547b0da707fc441ba6e260b3f0932065.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/2a/28/85/fb/12636b68b0a5477d9352758e41554add.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/df/b2/c8/d6/27fe13160776488a9651caf45cd6c39e.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/06/da/49/69/d22d6380e5bf43bea4974b78c968bcbd.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/db/71/09/d9/89b32148192341aeaa0d1cc2d8dabcb7.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/c0/ff/37/bd/f1847aa6d92b4f2b8bc7d11b2399baa8.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/48/c0/16/34/f6fe29e4d97a48c79b5e311366cdabd5.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/fc/39/45/e9/3f527dced2c4471bb69bda88af3c4021.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/04/5e/e9/39/29fe84f9bd5b4ed888f5b4211b7461f8.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/66/b6/21/93/ed57a893dc3446a4a114c918597b8679.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/9b/b3/69/71/ac0c1bac086b49bab6463429a441224a.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/a1/e9/ba/1e/2a2012d7cf654f93ab9784d48320b484.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/c6/a0/70/c6/7d3da72821e249da8d15f03b83560ebf.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/fe/74/0d/57/b39e14f281b54ec0b9a50a23d64cd9a6.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/45/71/c1/cc/85f490d215174b9ab3463fa8549eeac4.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/9b/c4/ff/c8/b3b7e099df8c46f3b4a9ab25a5fb3f41.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/11/5a/36/bd/cd06eacf4dae4a899ac94fb60d420a68.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/c9/dd/05/c9/cebd5585170d4cc7b9929f6bba4478df.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/ea/40/a5/7b/341b1129e20d443e884c6f77807f8de1.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/59/ef/18/b7/5473ece2c48b45efb3c87a1e430bbcff.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/bd/1a/16/ba/8ced1602623a44ebb5db506d10624e21.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/c7/67/f3/58/0145e496ac6b45bb912962408ebb49ef.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/58/72/a5/57/29ad77988ec04cbfad07ebc5315d1f18.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/40/a6/52/bf/3375376720ac436cab77221fa0e73bf1.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/16/41/7f/c8/04a025d735c24bbd978a327c4ec0e2b1.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/86/00/b7/cb/eef29de8757246408a9b803257906ba8.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/08/b0/51/7d/3f5b6c387d2242b5ac959e851a97c65e.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/cd/48/2a/0f/c6404490e4b44ed5b03154c002327c32.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/35/35/9f/e6/e340e0fae7cf4d12a356947cf7932a8c.jpg"
81921,"Happy Holidays","Action,Comedy,Fantasy","http://tapastic.com/episode/81921","http://d2me59s95dy7e.cloudfront.net/cartoons/d3/ae/aa/a5/559eb23af9e84324ae2f802291e51429.jpg"
81896,"Chapter 2: 008-009","Action,Horror,Drama","http://tapastic.com/episode/81896","http://d2me59s95dy7e.cloudfront.net/cartoons/a2/01/0b/64/34000ae8ac114ccfaea15e430a6437f9.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/ed/d1/fe/3a/9828035542b1429d9eeb4eebf6bcd9c5.jpg"
81870,"Step Four - 2","Slice of Life,Comedy,Drama","http://tapastic.com/episode/81870","http://d2me59s95dy7e.cloudfront.net/cartoons/d2/e1/ed/cd/6ae0f6c7770040388fac05639f8d70b5.jpg"
81864,"NO JUSTICE NO PEACE","Slice of Life,Comedy","http://tapastic.com/episode/81864","http://d2me59s95dy7e.cloudfront.net/cartoons/55/a2/4d/33/68affabd7f9c4c2f88974e08e9ddce9a.jpg"
81836,"Chapter 1 - Ely (Part 1)","Slice of Life,Sci-fi","http://tapastic.com/episode/81836","http://d2me59s95dy7e.cloudfront.net/cartoons/d5/eb/93/aa/8705bdcd3a6248dab87dc11f5287d45f.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/6c/75/62/45/a9813bfb7c044c2db1ca00e708e7858a.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/3e/81/9a/48/5473e06f32204f95868a0e8187e9353f.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/fc/2e/f8/c6/5b40ed8810ad4389addca3fa0de6d69e.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/00/e7/2e/28/f35c1dd71a59415982b30c5b9eff053a.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/3f/43/68/fb/e49d4d2017844d0e975fb1bcfd498d79.jpg;http://d2me59s95dy7e.cloudfront.net/cartoons/6f/cd/5f/ea/9f059e8380a54d40997e38153f54a754.jpg"
81797,"TAPASTIC HOLIDAY CAPTION CONTEST!","Slice of Life,Comedy","http://tapastic.com/episode/81797","http://d2me59s95dy7e.cloudfront.net/cartoons/90/c2/05/0a/02f6a7dab1ab48e5afdafc608af15142.jpg"
81796,"Holiday Caption Contest","Slice of Life,Fantasy,Romance","http://tapastic.com/episode/81796","http://d2me59s95dy7e.cloudfront.net/cartoons/f8/57/bf/dc/ac6c31a6cdfd4587be17e695bd601138.jpg"
